Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:22UQelxzCIskdmb8pIqq8U,"Babel","Babel (Deluxe Version)","Mumford & Sons",2012-09-21,207934,0,false,quirky613,2026-06-26T00:12:31Z,"afro soul,soul blues","Universal Music Group",0.424,0.839,2,-5.848,1,0.0558,0.0246,0.000646,0.0828,0.665,80.937,4
spotify:track:71O1jD7bF3cdMPvPi186V6,"I Will Wait","Babel (Deluxe Version)","Mumford & Sons",2012-09-21,276720,2,false,quirky613,2026-06-26T00:12:31Z,"afro soul,soul blues","Universal Music Group",0.477,0.776,1,-5.056,1,0.0349,0.0155,0.00314,0.203,0.429,131.004,4
spotify:track:6EZWQHryZ0L5JyBXF3AC3B,"Lover Of The Light","Babel (Deluxe Version)","Mumford & Sons",2012-09-21,314786,0,false,quirky613,2026-06-26T00:12:31Z,"afro soul,soul blues","Universal Music Group",0.301,0.697,2,-6.49,1,0.0504,0.0134,0.000568,0.324,0.394,106.035,4
spotify:track:1xdZeRTNLrVXRmGOWqdXmr,"Hopeless Wanderer","Babel (Deluxe Version)","Mumford & Sons",2012-09-21,307853,0,false,quirky613,2026-06-26T00:12:31Z,"afro soul,soul blues","Universal Music Group",0.345,0.601,7,-7.421,0,0.0364,0.0196,0.00348,0.107,0.265,78.459,4
spotify:track:33e9HtOfO1ye1h8xQ7Foc9,"The Cave","Sigh No More","Mumford & Sons",2009-01-01,215626,0,false,quirky613,2026-06-26T00:12:31Z,"afro soul,soul blues","Universal Music Group",0.592,0.499,4,-9.463,1,0.0374,0.0536,0.000044,0.113,0.345,141.938,4
spotify:track:6b5rA9rthDbZDOQp9UbOgl,"Little Lion Man","Sigh No More","Mumford & Sons",2009-01-01,245173,1,true,quirky613,2026-06-26T00:12:31Z,"afro soul,soul blues","Universal Music Group",0.517,0.492,5,-8.051,1,0.0272,0.0275,0.000032,0.0873,0.455,138.579,4
spotify:track:2DVUJ7LTIOEQqjfOZXs8iU,"Believe","Wilder Mind (Deluxe)","Mumford & Sons",2015-05-01,221039,0,false,quirky613,2026-06-26T00:12:31Z,"afro soul,soul blues","Universal Music Group",0.331,0.68,2,-5.964,1,0.0454,0.031,0.0177,0.215,0.357,114.909,4
spotify:track:5g7rJvWYVrloJZwKiShqlS,"Dirty Paws","My Head Is An Animal","Of Monsters and Men",2012-01-01,278373,74,false,quirky613,2026-06-26T00:12:31Z,"folk,indie folk,folk rock","Universal Records",0.359,0.649,3,-7.06,1,0.0349,0.107,0.0124,0.0555,0.133,111.709,4
spotify:track:2ihCaVdNZmnHZWt0fvAM7B,"Little Talks","My Head Is An Animal","Of Monsters and Men",2012-01-01,266600,84,false,quirky613,2026-06-26T00:12:31Z,"folk,indie folk,folk rock","Universal Records",0.457,0.757,1,-5.177,1,0.032,0.0206,0,0.146,0.417,102.961,4
spotify:track:1eDk0Y9vRDNhdwcCQ153Di,"Grow Old","In Rolling Waves","The Naked And Famous",2013-01-01,395613,0,false,quirky613,2026-06-26T00:12:31Z,"soft pop","Universal Music Group",0.411,0.233,4,-9.948,1,0.0325,0.0766,0.264,0.102,0.0394,61.964,4
spotify:track:4vrMquvOTqh4TmkBtzYVOo,"Raging Fire","Behind The Light (Deluxe)","Phillip Phillips",2014-01-01,234693,0,false,quirky613,2026-06-26T00:12:31Z,"folk pop","Universal Music Group",0.554,0.84,7,-4.686,1,0.0721,0.00811,0,0.0797,0.411,125.817,4
spotify:track:2ZQyksYO4zzhyHNcueL0CP,"Home","Home","Phillip Phillips",2012-01-01,209226,0,false,quirky613,2026-06-26T00:12:31Z,"folk pop","Interscope (American Idol)",0.592,0.792,0,-5.884,1,0.0335,0.0215,0,0.159,0.293,121.001,4
spotify:track:5L79aNYCTKiZq7vaOElXYj,"Gone, Gone, Gone","The World From The Side Of The Moon (Deluxe)","Phillip Phillips",2013-01-01,209693,2,false,quirky613,2026-06-26T00:12:31Z,"folk pop","19 Recordings/Interscope",0.664,0.642,6,-5.961,1,0.038,0.129,0,0.114,0.501,118.002,4
spotify:track:5Gtn8HgCAo0TUiaKKgP6us,"Down in the Valley","The Head and the Heart","The Head And The Heart",2010,303653,0,false,quirky613,2026-06-26T00:12:48Z,"soft pop","Sub Pop Records",0.418,0.403,0,-10.53,1,0.0294,0.555,0.024,0.108,0.149,105.801,4
spotify:track:7kgMtZHgem1PlJhuP7vbur,"Rivers And Roads","The Head And The Heart","The Head And The Heart",2010,284000,0,false,quirky613,2026-06-26T00:12:48Z,"soft pop","Heavenly Recordings",0.487,0.199,0,-8.931,1,0.0354,0.726,0.0000391,0.0755,0.164,137.873,3
spotify:track:2jTidefcsTu6VQhpIImJrt,"All I Want","In A Perfect World (Deluxe)","Kodaline",2013-06-14,305746,1,false,quirky613,2026-06-26T00:12:48Z,"indie folk,folk pop,folk","B-Unique/RCA",0.188,0.411,0,-9.733,1,0.0484,0.174,0.153,0.0843,0.159,187.376,3
spotify:track:7eGpQgpepXm1MJ80Zhoipv,"Don't Matter Now","Don't Matter Now","George Ezra",2017-06-16,177613,0,false,quirky613,2026-06-26T00:12:48Z,"","Columbia",0.631,0.841,9,-2.785,1,0.0525,0.23,0.00000393,0.338,0.843,94.984,4
spotify:track:4sNG6zQBmtq7M8aeeKJRMQ,"Brazil","What Do You Think About the Car?","Declan McKenna",2017-04-21,252305,85,false,quirky613,2026-06-26T00:12:48Z,"acoustic pop","Columbia",0.687,0.617,4,-5.213,1,0.0287,0.0941,0.0000127,0.0898,0.665,121.079,4
spotify:track:2PeQP3wjJ0ogwbUr1X6tU1,"Willow","Under the Willow Tree","Jasmine Thompson",2013-10-20,209781,0,false,quirky613,2026-06-26T00:14:17Z,"","Jasmine Thompson",0.324,0.355,11,-8.404,1,0.0318,0.83,0.0000712,0.0805,0.33,170.168,3
spotify:track:6IBpFG2LU2udYofIuROp3w,"Lost In The Light","Barchords","Bahamas",2012-01-01,236720,69,false,quirky613,2026-06-26T00:16:07Z,"folk rock","Brushfire Records/Universal",0.597,0.267,2,-8.796,1,0.031,0.793,0.0014,0.111,0.247,75.545,4
spotify:track:14A2dKF4O0kQD0E5CCX3Jc,"California (Cast Iron Soul)","Utah","Jamestown Revival",2014-09-23,252960,50,false,quirky613,2026-06-26T00:19:43Z,"","Universal Records",0.449,0.786,4,-5.438,1,0.0398,0.152,0,0.0911,0.46,161.798,4
spotify:track:7i5JxL1haaLoyNNZAb6T0L,"Dearly Departed","Astoria","Marianas Trench",2015-10-23,259324,1,false,quirky613,2026-06-26T00:20:14Z,"","604 Records",0.516,0.148,6,-11.003,0,0.0425,0.936,0,0.17,0.718,78.68,4
spotify:track:3mDvi0k4LuCA7ViLf3Qb3O,"Love","Best Days","Matt White",2007-01-01,170040,51,false,quirky613,2026-06-26T00:20:14Z,"","Geffen*",0.759,0.684,0,-5.751,1,0.0315,0.269,0,0.13,0.759,107.948,4
spotify:track:3twEx52dboO1CqWu5x1i2h,"Fire","Fire","Barns Courtney",2015-10-23,197522,43,false,quirky613,2026-06-26T00:21:09Z,"","EMI",0.553,0.635,10,-6.06,0,0.0294,0.208,0.000672,0.076,0.45,108.38,4
spotify:track:6bYjclvTLjcmZZC5GhmSFQ,"Glitter & Gold","Glitter & Gold","Barns Courtney",2015-11-02,176413,28,false,quirky613,2026-06-26T00:21:09Z,"","EMI",0.49,0.621,8,-5.294,1,0.0385,0.306,0,0.174,0.375,170.516,4
spotify:track:08zdIWzfOrJj8noBBAbfrV,"Bartholomew","Common Faults","The Silent Comedy",2010-04-27,186453,0,false,quirky613,2026-06-26T00:21:09Z,"","Singleton RMI",0.504,0.87,10,-5.12,1,0.0501,0.033,0,0.202,0.688,151.891,4
spotify:track:7hlhojpax9zg2FNdBLY5ox,"Because I Had You","Shawn Mendes","Shawn Mendes",2018-05-25,142480,0,false,quirky613,2026-06-26T00:22:15Z,"indie folk","Island Records",0.879,0.338,7,-9.753,1,0.106,0.32,0,0.312,0.69,102.1,4
spotify:track:1mmAqhLcvPrknbslMiDlyU,"Particular Taste","Shawn Mendes","Shawn Mendes",2018-05-25,175573,0,false,quirky613,2026-06-26T00:22:15Z,"indie folk","Island Records",0.967,0.352,9,-7.122,1,0.122,0.0378,0.000121,0.0676,0.612,111.982,4
spotify:track:2fzp6ojPHvZaz4uHXxpJVk,"Bartholomew","Common Faults (Remastered Deluxe Edition)","The Silent Comedy",2010-04-13,187558,0,false,quirky613,2026-06-26T00:24:05Z,"","Singleton Records",0.421,0.885,10,-6.009,1,0.0504,0.00999,0.00000459,0.255,0.584,151.883,4
spotify:track:43a41kwTMZClWCLTONiaqm,"Bob Marley","Waking Up The Giants","Grizfolk",2015-12-04,216066,44,false,quirky613,2026-06-26T00:25:05Z,"","Virgin (VIR)",0.562,0.695,6,-4.662,1,0.0332,0.0151,0.119,0.122,0.446,118.174,4
spotify:track:5RVuBrXVLptAEbGJdSDzL5,"Cosmic Angel - Acoustic From Capitol Studios","Cosmic Angel (Acoustic From Capitol Studios)","Grizfolk",2016-03-18,257194,27,false,quirky613,2026-06-26T00:25:05Z,"","Virgin (VIR)",0.639,0.461,6,-8.26,0,0.0493,0.357,0.0000566,0.112,0.264,117.583,4
spotify:track:12B0Twa9kRz45Xw2PgXHJm,"Afire Love","x (Deluxe Edition)","Ed Sheeran",2014-06-21,314280,58,false,quirky613,2026-06-26T00:28:00Z,"retro soul","Atlantic Records UK",0.552,0.637,5,-6.568,1,0.0445,0.464,0.0000163,0.136,0.333,97.97,4
spotify:track:7f0jXNMu2xjQUtmKMuWhGA,"What's Up?","Bigger, Better, Faster, More !","4 Non Blondes",1992-01-01,295493,3,false,quirky613,2026-06-26T00:28:14Z,"","Interscope",0.566,0.57,11,-9.875,0,0.0285,0.156,0,0.118,0.491,134.537,4
spotify:track:0ApIlfcdY0hVdVEVUyS2Zf,"Truly Madly Deeply - Recorded at Spotify Studios NYC","Spotify Singles","Yoke Lore",2017-10-11,190392,61,false,quirky613,2026-06-26T00:28:43Z,"","Big Indie Records",0.675,0.368,0,-14.072,0,0.0375,0.83,0.00158,0.136,0.176,106.004,4
spotify:track:4OYORIHCOnlvZALBxaHacz,"Beware The Dog","Be Impressive","The Griswolds",2015-05-22,201466,17,true,quirky613,2026-06-26T00:30:41Z,"","Wind-up Records",0.716,0.91,5,-3.493,1,0.12,0.152,0,0.0796,0.685,129.958,4
spotify:track:6Vecwo7AHst9V2CE3kmwr0,"No Such Thing","Room For Squares","John Mayer",2001-08-16,231466,66,false,quirky613,2026-06-26T00:31:55Z,"indie folk,folk pop","Aware/Columbia",0.668,0.739,4,-4.919,1,0.0308,0.0383,0,0.13,0.571,131.918,4
spotify:track:78DwRIo6Vj6wqteyerGetr,"The Heart of Life","Continuum","John Mayer",2006-09-11,199080,62,false,quirky613,2026-06-26T00:31:55Z,"indie folk,folk pop","Aware/Columbia",0.495,0.238,1,-11.026,1,0.03,0.958,0.0118,0.0875,0.357,175.958,4
spotify:track:1Xwh83YOFQARZ3QXscP123,"I Was Made For Loving You","Unbreakable Smile","Tori Kelly;Ed Sheeran",2016-01-29,188946,56,false,quirky613,2026-06-26T00:31:55Z,"retro soul","Tori Kelly",0.396,0.349,2,-11.984,1,0.0285,0.346,0,0.0963,0.197,145.4,4
spotify:track:0yXT8TYRajNOaQUiw0mGgs,"Cold Cold Heart","Come Away With Me","Norah Jones",2002-02-26,218626,0,false,quirky613,2026-06-26T00:32:05Z,"","Blue Note Records",0.603,0.0903,2,-14.499,1,0.0397,0.909,0.000785,0.0866,0.377,114.133,4
spotify:track:0Cvjlph1WGbwZY1PlMEtJY,"Come Away With Me","Come Away With Me","Norah Jones",2002-02-26,198146,1,false,quirky613,2026-06-26T00:32:05Z,"","Blue Note Records",0.363,0.129,0,-14.304,1,0.0322,0.904,0.00000152,0.157,0.147,80.367,3
spotify:track:6ybViy2qrO9sIi41EgRJgx,"Don't Know Why","Come Away With Me","Norah Jones",2002-02-26,186146,2,false,quirky613,2026-06-26T00:32:05Z,"","Blue Note Records",0.732,0.198,5,-11.775,1,0.028,0.883,0.000011,0.0659,0.618,88.174,4
spotify:track:3qQQtyCT1L9sA8bIOMJgB5,"Feelin' The Same Way","Come Away With Me","Norah Jones",2002-02-26,177240,0,false,quirky613,2026-06-26T00:32:05Z,"","Blue Note Records",0.699,0.294,5,-9.956,1,0.0314,0.824,0.0000496,0.11,0.419,109.255,4
spotify:track:39kuVkJjfRjXqUpAtkDItK,"Seven Years","Come Away With Me","Norah Jones",2002-02-26,145266,0,false,quirky613,2026-06-26T00:32:05Z,"","Blue Note Records",0.584,0.185,7,-13.986,1,0.035,0.959,0.0072,0.105,0.376,127.151,4
spotify:track:4WKpe950P42BG5WCE1TOUO,"Shoot The Moon","Come Away With Me","Norah Jones",2002-02-26,237173,0,false,quirky613,2026-06-26T00:32:05Z,"","Blue Note Records",0.569,0.265,0,-12.436,1,0.0269,0.902,0.00152,0.094,0.424,74.235,4
spotify:track:6FjAGZp7c0Z2uaL3eHkXsx,"Turn Me On","Come Away With Me","Norah Jones",2002-02-26,154640,1,false,quirky613,2026-06-26T00:32:05Z,"","Blue Note Records",0.57,0.172,10,-10.897,1,0.0344,0.869,0.00000114,0.114,0.521,84.948,3
spotify:track:2dmOWlEHrP266Qgz6wnUrd,"Take It Back","x (Deluxe Edition)","Ed Sheeran",2014-06-21,208400,52,false,quirky613,2026-06-26T00:32:05Z,"retro soul","Atlantic Records UK",0.754,0.613,5,-6.342,1,0.229,0.318,0,0.335,0.904,113.196,4
spotify:track:15mKNRkuT8cRlOBniXahdz,"This Road Is Long","The Pleasant Trees (Volume 2)","Tom Rosenthal",2015-12-25,160948,0,false,quirky613,2026-06-26T13:19:01Z,"","Audio Network",0.649,0.474,4,-10.685,1,0.0294,0.678,0,0.107,0.235,132.045,4
spotify:track:41yIvlFgvGwxq8qTqAR7eG,"Bloom - Bonus Track","Woodland - EP","The Paper Kites",2013-03-05,210080,1,false,quirky613,2026-06-26T20:39:03Z,"bedroom pop","Nettwerk Records",0.592,0.416,1,-9.794,1,0.0246,0.882,0.000586,0.112,0.417,96.002,4
spotify:track:5l6hpyTGBK0LAAxgPnqTQL,"Look After You","How To Save A Life","The Fray",2005-09-13,266773,82,false,quirky613,2026-06-26T20:39:03Z,"","Epic",0.447,0.592,6,-3.015,0,0.0319,0.0575,0.00000447,0.13,0.283,78.039,4
spotify:track:7keXdrB4mz57u4b8YkCwag,"Dreaming with a Broken Heart","Continuum","John Mayer",2006-09-11,247840,56,false,quirky613,2026-06-26T20:39:03Z,"indie folk,folk pop","Aware/Columbia",0.61,0.349,0,-9.321,1,0.0301,0.554,0.0099,0.201,0.155,136.012,4
spotify:track:1RywwImkBFUEVcRTBmw7vL,"The Age of Worry","Born and Raised","John Mayer",2012-05-21,159720,50,false,quirky613,2026-06-26T20:39:03Z,"indie folk,folk pop","Columbia",0.508,0.362,7,-9.24,1,0.0251,0.342,0.0000448,0.146,0.294,67.339,4
spotify:track:3AY6H68WNMDzWw9JhPW4Jv,"Fool's Gold - Recorded At RAK Studios, London","Spotify Singles","Niall Horan",2017-12-13,204294,53,false,quirky613,2026-06-26T20:41:44Z,"","Capitol Records (US1A)",0.575,0.185,6,-11.988,1,0.0337,0.938,0,0.107,0.594,128.074,4
spotify:track:2BzbQ3rjA5zOe9XhCL7E5u,"Shaky Hands","Dear Revolution","The Vegabonds",2010-05-24,314253,42,false,quirky613,2026-06-26T20:42:20Z,"southern rock,jam band","VEGA Records",0.526,0.557,7,-6.97,1,0.0334,0.801,0,0.111,0.18,144.041,4
spotify:track:5kM76KaO2UDPBpSrvC0mOU,"Glorious","Rock Dog (Original Motion Picture Soundtrack)","atom",2017-02-24,250280,46,false,quirky613,2026-06-26T20:43:00Z,"","Lakeshore Records",0.673,0.658,7,-10.439,1,0.035,0.396,0.00000872,0.126,0.396,119.994,4
spotify:track:0EWZ8a0sQAR99ZYAWlaQvq,"All of Them Dreams","Bolu","Tom Rosenthal",2015-04-13,152067,0,false,quirky613,2026-06-26T20:43:36Z,"","Tinpot Records",0.444,0.183,2,-14.679,0,0.036,0.929,0.223,0.128,0.253,134.968,4
spotify:track:4JpazKcfOhbwqZrsYhzHee,"Jackie and Wilson","Hozier (Expanded Edition)","Hozier",2014-09-19,223120,73,false,quirky613,2026-06-26T20:43:36Z,"jazz pop","Columbia",0.555,0.727,6,-4.202,1,0.0388,0.0579,0.00000752,0.0937,0.739,82.142,4
spotify:track:7sC9FifCXZHgjTAjFO1ykA,"Bellbottoms","Dirty Shirt Rock 'N' Roll: The First Ten Years","The Jon Spencer Blues Explosion",2010-01-01,316853,1,false,quirky613,2026-06-26T20:43:56Z,"","Shout!",0.353,0.865,2,-4.598,1,0.233,0.00991,0.147,0.314,0.46,164.042,4
spotify:track:73Iyy1U5QR96t7YPPDrEKb,"Be Okay","With Love - EP","Oh Honey",2016-05-06,198674,45,false,quirky613,2026-06-26T20:47:36Z,"","Oh Honey",0.656,0.92,4,-4.443,1,0.0588,0.00434,0,0.173,0.622,116.99,4
spotify:track:1e2VIo91EsOuS51YDfVJwY,"All-Nighter","Psychic Reader","Bad Bad Hats",2015-07-17,152566,26,false,quirky613,2026-06-26T20:47:36Z,"","Afternoon Records",0.596,0.683,0,-4.168,0,0.0419,0.0337,0,0.0912,0.441,91.024,4
spotify:track:1ISGSSgVnZhyiOGSI8itNa,"Astral Plane","The Order Of Time","Valerie June",2017-03-10,218640,51,false,quirky613,2026-06-26T20:48:26Z,"","Fantasy Records",0.305,0.264,9,-10.828,1,0.0408,0.801,0.11,0.0648,0.208,172.984,4
spotify:track:7DFNE7NO0raLIUbgzY2rzm,"Let Her Go","All The Little Lights","Passenger",2012-11-05,252866,5,false,quirky613,2026-06-26T20:48:26Z,"folk pop","Sony Music Entertainment",0.509,0.538,7,-7.335,1,0.0572,0.385,0,0.104,0.244,75.089,4
spotify:track:0NssrM3CqQoujoU7R0aLXU,"Dear River","Elements","Kina Grannis",2014-05-06,220480,0,false,quirky613,2026-06-26T20:48:26Z,"yacht rock,classic rock,soft rock","Liberator Music",0.654,0.625,3,-9.827,1,0.0369,0.8,0.000152,0.108,0.623,109.009,4
spotify:track:7fRHPaxsCfu31fznWUwpw3,"Fills Me Up","Just Keep Moving","Big Little Lions",2016-05-06,175689,0,false,quirky613,2026-06-26T20:48:26Z,"","Riptide",0.721,0.748,1,-6.638,1,0.0329,0.00184,0.00493,0.111,0.384,119.991,4
spotify:track:3Zx5ylimOCecAT0yai8sPK,"Fire","Amidst the Chaos (Bonus Version)","Sara Bareilles",2019-05-10,229627,44,false,quirky613,2026-06-26T20:48:26Z,"","Epic",0.666,0.727,10,-7.921,0,0.057,0.482,0.00165,0.363,0.465,107.033,4
spotify:track:3KS09EvUKTtPgTHbBBsLCw,"Follow the Sun","Spirit Bird","Xavier Rudd",2012-06-05,255493,1,false,quirky613,2026-06-26T20:48:26Z,"garage rock,blues rock","SideOneDummy Records",0.613,0.391,0,-10.749,1,0.0385,0.532,0.0000263,0.109,0.218,123.985,4
spotify:track:3USei2Ja58VV6yOypYNjfN,"The Girl","Bring Me Your Love (Special Edition)","City and Colour",2008,360093,0,false,quirky613,2026-06-26T20:48:26Z,"","Dine Alone Music",0.402,0.539,10,-7.567,1,0.035,0.838,0.0000686,0.131,0.179,108.869,4
spotify:track:4AMRgsSvJZJS7N71AM3px2,"Grace Alone (Acoustic)","The Water & the Blood (Acoustic Sessions)","The Modern Post",2015-12-04,205404,0,false,quirky613,2026-06-26T20:48:26Z,"","BEC Recordings",0.524,0.887,7,-8.702,1,0.0424,0.000569,0.00000628,0.129,0.778,155.026,4
spotify:track:6bLU8e0LGyztE9iD5DWBQ1,"Hallucinogenics","Bank On The Funeral","Matt Maeson",2019-04-05,187173,73,true,quirky613,2026-06-26T20:48:26Z,"folk,americana","Neon Gold/Atlantic",0.549,0.653,0,-7.47,1,0.0503,0.457,0,0.0969,0.287,121.348,4
spotify:track:3jQyadhLTxpxadQlkFh2b8,"Heartbeats","Veneer","José González",2003,160240,68,false,quirky613,2026-06-26T20:48:26Z,"","Peacefrog Records",0.394,0.151,3,-16.748,1,0.0359,0.976,0.739,0.0664,0.31,178.051,4
spotify:track:6ZapsNk1ZpaebNXAIohP9R,"Home","Up From Below","Edward Sharpe & The Magnetic Zeros",2009-07-14,303200,1,false,quirky613,2026-06-26T20:48:26Z,"folk pop","Vagrant",0.542,0.589,2,-6.623,1,0.0318,0.292,0.000522,0.177,0.137,111.665,4
spotify:track:5yPDL7iOajKLJ5n936zSuX,"It Was a Sin","Men Amongst Mountains","The Revivalists",2015-07-17,294640,0,false,quirky613,2026-06-26T20:48:26Z,"","Wind-up Records",0.428,0.603,7,-6.972,1,0.0367,0.362,0.000231,0.151,0.129,155.927,4
spotify:track:3TgopD2FOwjZBq0YrhbEN4,"Janglin","Up from Below","Edward Sharpe & The Magnetic Zeros",2009-07-14,229600,0,false,quirky613,2026-06-26T20:48:26Z,"folk pop","Vagrant Records",0.578,0.688,6,-6.551,0,0.054,0.632,0.0000598,0.305,0.36,123.91,4
spotify:track:2yPqhfL7EeQlEdz7rAQfU9,"Just You and I","Just You and I","Tom Walker",2016,196893,0,false,quirky613,2026-06-26T20:48:26Z,"","Relentless Records",0.505,0.522,9,-7.586,1,0.39,0.691,0.00000278,0.111,0.381,172.059,4
spotify:track:1VfJeju8B6qP4ZFsYuVW9U,"Love Like This - Acoustic","Love Like This","Kodaline",2013-07-16,241640,0,false,quirky613,2026-06-26T20:48:26Z,"indie folk,folk pop,folk","B-Unique/RCA",0.398,0.151,4,-14.402,1,0.0341,0.961,0.0425,0.0923,0.0745,107.072,4
spotify:track:5BYSRfo4ocx0rO4rn1rn7K,"Monster","Wilder Mind","Mumford & Sons",2015-05-04,236866,0,true,quirky613,2026-06-26T20:48:26Z,"afro soul,soul blues","Glassnote",0.556,0.443,2,-10.28,1,0.0323,0.318,0.146,0.102,0.147,144.04,4
spotify:track:60ZGteAEtPCnGE6zevgUcd,"Mountain Sound","My Head Is An Animal","Of Monsters and Men",2012-01-01,211453,70,false,quirky613,2026-06-26T20:48:26Z,"folk,indie folk,folk rock","Universal Records",0.379,0.879,1,-4.336,0,0.0362,0.0421,0.00449,0.146,0.37,102.021,4
spotify:track:5oUV6yWdDM0R9Q2CizRhIt,"New Slang","Oh, Inverted World","The Shins",2001-06-19,231173,1,false,quirky613,2026-06-26T20:48:26Z,"","Sub Pop",0.669,0.389,0,-11.547,1,0.0306,0.605,0.16,0.0905,0.649,130.015,4
spotify:track:1hWQvA6oGVJ2mAVsZ59AaV,"S.O.B.","Nathaniel Rateliff & The Night Sweats","Nathaniel Rateliff & The Night Sweats",2015-01-01,247613,2,false,quirky613,2026-06-26T20:48:26Z,"southern gothic","Stax",0.699,0.579,1,-6.504,1,0.0416,0.267,0.00602,0.452,0.128,109.948,4
spotify:track:4O6oJ8OkXPYTI4OWBebADn,"Melt - Acoustic","Melt (Acoustic)","JONES",2016-07-13,221492,39,false,quirky613,2026-06-26T20:50:23Z,"","37 adventures",0.523,0.241,5,-8.966,0,0.0343,0.897,0.00000521,0.11,0.345,133.063,3
spotify:track:7ti4qMC7xYQeh1uRzj5XuM,"Pumpin Blood","We Are Only What We Feel","NONONO",2014,209485,60,false,quirky613,2026-06-26T20:51:32Z,"folk pop","WM Sweden",0.618,0.848,7,-4.36,1,0.0279,0.000469,0.522,0.189,0.413,118.998,4
spotify:track:7g9itbaGBaJ6ZDJMdGnJOw,"Little Numbers","Mutual Friends","BOY",2013-02-26,221840,0,false,quirky613,2026-06-26T20:51:32Z,"folk pop,indie folk","Nettwerk Records",0.7,0.786,8,-4.867,1,0.0277,0.137,0,0.0949,0.721,96.003,4
spotify:track:0Hu1ylV8WuaLcLclixNgTV,"A.M. RADIO","BRIGHTSIDE","The Lumineers",2022-01-14,237320,0,false,quirky613,2026-06-26T20:52:44Z,"indie folk","Dualtone Music Group",0.469,0.562,1,-6.402,1,0.0343,0.568,0.000135,0.123,0.483,138.197,4
spotify:track:0t9X8kIUL4QqoWq6HM5o2G,"Shit Show","Shit Show","Peter McPoland",2021-09-03,200080,50,true,quirky613,2026-06-26T20:52:49Z,"","Columbia",0.55,0.699,1,-3.635,1,0.17,0.435,0,0.197,0.697,169.955,4
spotify:track:3FFpGDzfkwJGjfIqM6BNMC,"Love & War in Your Twenties","Dark in the City","Jordy Searcy",2018-02-15,250547,0,false,quirky613,2026-06-26T20:52:49Z,"","FRTYFVE",0.736,0.525,2,-9.694,1,0.0296,0.22,0.00153,0.127,0.529,102.986,4
spotify:track:7rC3P7tpWriaC4hYWKwGQd,"Hey Lover!","Cyclones and Hey Lover","Wabie",2019-06-19,162560,70,false,quirky613,2026-06-26T20:53:22Z,"christian folk,christian alternative rock,worship,hymns,christian","Wabie Records",0.586,0.744,4,-10.142,1,0.0508,0.00614,0.000172,0.372,0.523,117.006,4
spotify:track:0awZwmlC6pxH65KTZpadmX,"Freakin' Out On the Interstate","Freakin' Out On The Interstate (Acoustic Version [Live])","Briston Maroney",2020-07-10,251906,73,false,quirky613,2026-06-26T20:54:07Z,"indie,indie pop","Canvasback/ATL",0.45,0.794,4,-5.015,1,0.0538,0.388,0,0.303,0.362,143.861,4
spotify:track:48jV8AW50589btXi0Hs5f4,"Lancaster Nights","Lancaster Nights","Charlie Burg",2020-09-02,190469,1,false,quirky613,2026-06-26T21:02:54Z,"","FADER Label",0.745,0.387,1,-12.839,0,0.0327,0.179,0.00633,0.0736,0.772,95.985,4
spotify:track:5lE2EFXt4muvLFMGQg4hZN,"Hypotheticals","Obviously","Lake Street Dive",2021-03-12,230178,71,false,quirky613,2026-06-26T21:02:59Z,"","Nonesuch",0.69,0.664,1,-6.488,1,0.0562,0.00753,0.00762,0.0496,0.383,164.145,4
spotify:track:1a1LrfgkTvfHFykIxcv8WU,"Cherry Wine","Cherry Wine","grentperez",2021-09-10,173286,0,false,quirky613,2026-06-26T21:03:37Z,"","Fast Friends",0.761,0.565,11,-7.016,0,0.0411,0.345,0,0.0825,0.583,105.008,4
spotify:track:0mflMxspEfB0VbI1kyLiAv,"Stick Season","Stick Season","Noah Kahan",2022-10-14,182346,88,false,quirky613,2026-06-26T21:04:50Z,"folk rock,singer-songwriter,soft rock","Mercury Records/Republic Records",0.664,0.5,9,-6.935,1,0.0651,0.799,0,0.0966,0.801,117.896,4
spotify:track:4pvb0WLRcMtbPGmtejJJ6y,"exile (feat. Bon Iver)","folklore","Taylor Swift;Bon Iver",2020-07-24,285634,81,false,quirky613,2026-06-26T21:06:40Z,"americana,roots rock,folk pop","Taylor Swift",0.298,0.38,6,-8.426,1,0.0287,0.778,0.0000562,0.11,0.152,75.602,4
spotify:track:6atVS7UZBxoyJkkteM62u5,"Clarity","Heavier Things","John Mayer",2003-09-09,271760,58,false,quirky613,2026-06-26T21:06:50Z,"indie folk,folk pop","Aware/Columbia",0.665,0.713,2,-3.552,1,0.0384,0.173,0.0315,0.177,0.491,94.699,4
spotify:track:7Kohy4v3KLWfUXlv9N3feB,"Neon","Room For Squares","John Mayer",2001-08-16,262106,61,false,quirky613,2026-06-26T21:08:20Z,"indie folk,folk pop","Aware/Columbia",0.699,0.77,5,-7.658,0,0.036,0.0181,0.000138,0.0644,0.589,101.984,4
spotify:track:1LM6t24SjQr2bJHqeGIR4U,"Still Feel Like Your Man","The Search for Everything","John Mayer",2017-04-14,234533,60,false,quirky613,2026-06-26T21:08:26Z,"indie folk,folk pop","Columbia",0.858,0.6,2,-6.677,1,0.0631,0.547,0.00117,0.132,0.515,106.023,4
