Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:6uAm7pG66O1XesXS9bpHSF,"Good As Hell","Good As Hell","Lizzo",2016-03-11,159011,2,true,quirky613,2026-06-26T00:09:53Z,"pop soul","Nice Life/Atlantic",0.684,0.905,0,-3.187,0,0.0765,0.285,0,0.525,0.492,95.985,4
spotify:track:2kJqNHHGOzLNahukdvlDWN,"Drive","Oh Wonder","Oh Wonder",2015-09-04,196465,56,false,quirky613,2026-06-26T00:12:09Z,"","Oh Wonder",0.657,0.456,9,-8.351,1,0.0961,0.705,0.00000884,0.084,0.381,141.735,4
spotify:track:33yQjYsn7eCY2L23JX0m2b,"Machine","Connect The Dots","MisterWives",2017-05-19,210426,42,false,quirky613,2026-06-26T00:12:59Z,"","Photo Finish / Republic Records",0.638,0.847,5,-3.99,0,0.0411,0.277,0,0.756,0.558,100.004,4
spotify:track:0fMLlLppnZlzl7yLT4C43P,"Chasing This","Connect The Dots","MisterWives",2017-05-19,240266,30,false,quirky613,2026-06-26T00:12:59Z,"","Photo Finish / Republic Records",0.524,0.882,3,-4.799,1,0.0614,0.0196,0,0.37,0.56,84.497,4
spotify:track:1bjFRZio15WLDDQy75JY2r,"Only Human","Connect The Dots","MisterWives",2017-05-19,231226,31,false,quirky613,2026-06-26T00:12:59Z,"","Photo Finish / Republic Records",0.596,0.72,9,-4.603,1,0.0337,0.157,0,0.658,0.366,129.237,4
spotify:track:7tpJvC1WpUPJ6sD2pQqHpb,"Drummer Boy","Connect The Dots","MisterWives",2017-05-19,240266,36,false,quirky613,2026-06-26T00:12:59Z,"","Photo Finish / Republic Records",0.633,0.831,9,-4.803,1,0.037,0.0271,0.00000723,0.292,0.426,125.036,4
spotify:track:06nfjCVr0EWxR1dQtHlasg,"Out Of Tune Piano","Connect The Dots","MisterWives",2017-05-19,269066,23,false,quirky613,2026-06-26T00:12:59Z,"","Photo Finish / Republic Records",0.39,0.816,0,-4.597,0,0.0486,0.00241,0,0.13,0.528,123.834,4
spotify:track:2cyfSwcJRd5ikvj34eokdN,"Coloring Outside The Lines","Connect The Dots","MisterWives",2017-05-19,231306,46,true,quirky613,2026-06-26T00:12:59Z,"","Photo Finish / Republic Records",0.655,0.823,0,-4.28,1,0.0546,0.0196,0.0000914,0.546,0.622,111.007,4
spotify:track:5ZERBEP3aEUcUXLcYbKazh,"Band Camp","Connect The Dots","MisterWives",2017-05-19,166760,20,false,quirky613,2026-06-26T00:12:59Z,"","Photo Finish / Republic Records",0.612,0.916,9,-5.328,0,0.0768,0.0813,0.00000202,0.121,0.386,80.938,4
spotify:track:23SDyThUmDOOHq92ffm1Lf,"Oh Love","Connect The Dots","MisterWives",2017-05-19,197706,28,false,quirky613,2026-06-26T00:12:59Z,"","Photo Finish / Republic Records",0.287,0.717,5,-5.104,0,0.0431,0.0886,0,0.163,0.479,174.257,4
spotify:track:1HfN8fT6fRyJq9pFp2udZP,"Kings And Queens","Kings And Queens","MisterWives",2015-01-01,212973,22,false,quirky613,2026-06-26T00:12:59Z,"","Photo Finish / Republic Records",0.654,0.741,6,-5.897,0,0.0316,0.378,0,0.0915,0.314,112.01,4
spotify:track:3QzbEvmnuZIONNv82PylZb,"Our Own House","Our Own House","MisterWives",2015-02-24,232186,54,false,quirky613,2026-06-26T00:12:59Z,"","Photo Finish / Republic Records",0.559,0.76,8,-4.682,1,0.0575,0.00228,0.000481,0.052,0.433,125.773,4
spotify:track:2PtBhfoPZ6VYtXkrE5FrCH,"Reflections","Our Own House","MisterWives",2015-02-24,186440,60,false,quirky613,2026-06-26T00:12:59Z,"","Photo Finish / Republic Records",0.683,0.675,2,-5.461,1,0.0292,0.0223,0.0187,0.101,0.6,111.008,4
spotify:track:5aujQJTfXsWhLwqtmenKZ2,"Best I Can Do","Our Own House","MisterWives",2015-02-24,202133,36,false,quirky613,2026-06-26T00:12:59Z,"","Photo Finish / Republic Records",0.522,0.836,7,-4.456,1,0.067,0.00958,0.00000189,0.325,0.55,160.045,4
spotify:track:6757Pp7vTy2a4qUPWCLvmH,"Hurricane","Our Own House","MisterWives",2015-02-24,239186,34,false,quirky613,2026-06-26T00:12:59Z,"","Photo Finish / Republic Records",0.564,0.736,1,-6.135,1,0.0345,0.0198,0,0.138,0.422,101.02,4
spotify:track:2xtgaxm8J9Jh2rr5M7ZLFJ,"Coffins","Our Own House","MisterWives",2015-02-24,188653,35,false,quirky613,2026-06-26T00:12:59Z,"","Photo Finish / Republic Records",0.471,0.533,4,-7.842,1,0.0321,0.496,0,0.108,0.0972,75.954,4
spotify:track:7KcaLwt7MwfCGgqmdKiJUl,"No Need For Dreaming","Our Own House","MisterWives",2015-02-24,195440,33,false,quirky613,2026-06-26T00:12:59Z,"","Photo Finish / Republic Records",0.577,0.662,2,-6.518,1,0.0487,0.0524,0,0.0836,0.551,117.892,4
spotify:track:5hU5m1m9drcpSDkeaMUEqA,"Box Around The Sun","Our Own House","MisterWives",2015-02-24,214120,30,false,quirky613,2026-06-26T00:12:59Z,"","Photo Finish / Republic Records",0.598,0.842,11,-5.368,0,0.0445,0.25,0,0.267,0.673,110.986,4
spotify:track:2vDTg1sbS3JUs9GCz6BKLs,"Imagination Infatuation","Our Own House","MisterWives",2015-02-24,213586,30,false,quirky613,2026-06-26T00:12:59Z,"","Photo Finish / Republic Records",0.749,0.806,6,-4.977,1,0.0468,0.0642,0.0000346,0.0386,0.834,115.096,4
spotify:track:310BgC3S2W0Cl8w0OmyS3n,"Vagabond","Our Own House","MisterWives",2015-02-24,185866,42,false,quirky613,2026-06-26T00:12:59Z,"","Photo Finish / Republic Records",0.635,0.519,7,-6.771,1,0.0272,0.676,0.00000859,0.302,0.526,95.934,4
spotify:track:5fcWsUs0Au4IxrhWMFQAj3,"Queens","Our Own House","MisterWives",2015-02-24,193946,31,false,quirky613,2026-06-26T00:12:59Z,"","Photo Finish / Republic Records",0.541,0.672,3,-6.584,1,0.0494,0.497,0,0.107,0.291,81.873,4
spotify:track:5vGEdM7LvbgMypJkILhQ4p,"Dog Days Are Over","Between Two Lungs","Florence + The Machine",2010-01-01,252818,2,false,quirky613,2026-06-26T00:12:59Z,"","Universal Music Group",0.494,0.831,7,-5.151,1,0.0996,0.0363,0.00345,0.119,0.271,150.248,4
spotify:track:4lY95OMGb9WxP6IYut64ir,"Shake It Out","Ceremonials (Deluxe Edition)","Florence + The Machine",2011-01-01,277720,71,false,quirky613,2026-06-26T00:12:59Z,"","Universal-Island Records Ltd.",0.528,0.804,10,-4.168,1,0.0358,0.0104,0,0.105,0.222,107.48,4
spotify:track:17ZAZ24Eyh5fKqQ06u4R3d,"You Oughta Know","The Collection (Standard Edition)","Alanis Morissette",2005-11-11,249760,58,true,quirky613,2026-06-26T00:23:14Z,"","Maverick",0.641,0.861,4,-6.9,1,0.0697,0.228,0,0.868,0.473,105.316,4
spotify:track:4oGTdOClZUxcM2H3UmXlwL,"Ironic","Jagged Little Pill","Alanis Morissette",1995,225933,62,false,quirky613,2026-06-26T00:23:22Z,"","Maverick",0.495,0.595,11,-7.57,1,0.0443,0.246,0,0.236,0.392,85.341,4
spotify:track:59tg0OPhiHlbsVZ9GFqUk5,"Chasing Pavements","19","Adele",2008-01-28,210506,0,false,quirky613,2026-06-26T00:28:06Z,"motown,northern soul,classic soul","XL Recordings/Columbia",0.615,0.472,5,-6.073,0,0.0267,0.325,0,0.115,0.327,80.072,4
spotify:track:7rPLZ8Krm6CZIbraFUlnWZ,"Make You Feel My Love","19","Adele",2008-01-28,212040,0,false,quirky613,2026-06-26T00:28:06Z,"motown,northern soul,classic soul","XL Recordings/Columbia",0.325,0.18,10,-10.647,1,0.0311,0.91,0.000633,0.113,0.0997,72.416,1
spotify:track:5O6yk6U8L3rTbFsIwuqe8H,"Turning Tables","21","Adele",2011-01-19,250133,0,false,quirky613,2026-06-26T00:28:06Z,"motown,northern soul,classic soul","XL Recordings/Columbia",0.305,0.452,0,-6.077,0,0.0293,0.952,0.0000168,0.129,0.21,79.83,4
spotify:track:4ThTvhGNae80mrLsMzs4Hb,"He Won't Go","21","Adele",2011-01-19,277946,0,false,quirky613,2026-06-26T00:28:06Z,"motown,northern soul,classic soul","XL Recordings/Columbia",0.706,0.569,0,-7.044,0,0.0861,0.023,0,0.0731,0.71,159.824,4
spotify:track:4I3KMa9p00MJwWbT0vi5iX,"One And Only","21","Adele",2011-01-19,346813,0,false,quirky613,2026-06-26T00:28:06Z,"motown,northern soul,classic soul","XL Recordings/Columbia",0.464,0.467,5,-5.306,1,0.0376,0.295,0,0.141,0.169,51.66,4
spotify:track:4kflIGfjdZJW4ot2ioixTB,"Someone Like You","21","Adele",2011-01-19,285040,5,false,quirky613,2026-06-26T00:28:06Z,"motown,northern soul,classic soul","XL Recordings/Columbia",0.559,0.33,9,-8.251,1,0.0285,0.892,0,0.0975,0.285,135.109,4
spotify:track:4BHzQ9C00ceJxfG16AlNWb,"Send My Love (To Your New Lover)","25","Adele",2016-06-24,223080,1,false,quirky613,2026-06-26T00:28:06Z,"motown,northern soul,classic soul","XL Recordings/Columbia",0.69,0.524,6,-8.39,0,0.103,0.0415,0.00000316,0.17,0.562,164.023,4
spotify:track:1qHcP12rmiWoMaI1V4K3pE,"Here We Go Again","Genius Loves Company (10th Anniversary Edition)","Ray Charles;Norah Jones",2014-01-01,238306,0,false,quirky613,2026-06-26T00:28:37Z,"acoustic pop","Concord Records",0.625,0.306,10,-12.593,1,0.0285,0.661,0.00169,0.0907,0.393,99.772,3
spotify:track:3uc0lXsafsoQIhhHzyt58m,"Not Your Way","Our Own House","MisterWives",2015-02-24,186933,37,false,quirky613,2026-06-26T00:30:21Z,"","Photo Finish / Republic Records",0.661,0.685,7,-4.876,1,0.0517,0.0899,0,0.0703,0.745,149.928,4
spotify:track:7LuyQo3nlMV2cETpsDLWsQ,"Never Give Up On Me","Never Give Up On Me","MisterWives",2017-10-27,174266,33,false,quirky613,2026-06-26T00:30:21Z,"","Photo Finish / Republic Records",0.672,0.815,1,-5.593,0,0.0481,0.298,0.00000141,0.055,0.436,111.038,4
spotify:track:27RpK4R1y388Z3IiilCQG3,"Afterlife","Lights Out","Ingrid Michaelson",2014-04-15,244626,0,false,quirky613,2026-06-26T00:31:49Z,"pop","Cabin 24 Records Under Exclusive License to Mom + Pop",0.67,0.752,0,-5.775,1,0.0288,0.0364,0,0.0825,0.764,97.006,4
spotify:track:4HfLQJtVT1KiX1eVedDyTm,"Alaska","Heard It In A Past Life","Maggie Rogers",2019-01-18,188000,74,false,quirky613,2026-06-26T00:35:00Z,"country","Capitol Records",0.847,0.386,9,-10.668,0,0.0507,0.411,0.00176,0.108,0.178,104.001,4
spotify:track:4FUfoWMypAyWbOavmYyeNu,"That Don't Impress Me Much","Come On Over","Shania Twain",1997-11-04,218866,65,false,quirky613,2026-06-26T13:18:45Z,"","Mercury Nashville",0.757,0.757,1,-7.599,1,0.0389,0.238,0,0.0476,0.967,124.955,4
spotify:track:4ZtFanR9U6ndgddUvNcjcG,"good 4 u","SOUR","Olivia Rodrigo",2021-05-21,178146,86,true,quirky613,2026-06-26T20:39:14Z,"r&b,neo soul","Olivia Rodrigo PS",0.563,0.664,9,-5.044,1,0.154,0.335,0,0.0849,0.688,166.928,4
spotify:track:6UFivO2zqqPFPoQYsEMuCc,"Bags","Immunity","Clairo",2019-08-02,260519,10,false,quirky613,2026-06-26T20:39:31Z,"country","FADER Label",0.742,0.546,1,-7.694,1,0.0315,0.172,0.38,0.115,0.868,104.996,4
spotify:track:5auMzVHFr5Zfw6IbKarZ56,"Breathe (2 AM)","Wreck of the Day","Anna Nalick",2005,279826,67,false,quirky613,2026-06-26T20:39:31Z,"","Columbia",0.386,0.452,2,-7.715,1,0.0278,0.417,0,0.0881,0.287,169.837,3
spotify:track:5l0nX3AhmmF717aKSs8qSH,"Edge of Midnight (Midnight Sky Remix) (feat. Stevie Nicks)","Edge of Midnight (Midnight Sky Remix) (feat. Stevie Nicks)","Miley Cyrus;Stevie Nicks",2020-11-06,220636,51,false,quirky613,2026-06-26T20:40:37Z,"soft pop","RCA Records Label",0.681,0.737,4,-5.246,0,0.0384,0.0291,0.00000716,0.0856,0.278,109.95,4
spotify:track:6h3lMAmmpQDFqoHk9F99IR,"S.L.U.T.","aurora","Bea Miller",2018-02-23,179146,63,false,quirky613,2026-06-26T20:40:42Z,"","Hollywood Records",0.722,0.773,5,-4.378,0,0.0792,0.0598,0,0.179,0.724,94.997,4
spotify:track:7tbZiIMbkPcjaQwxGZZsuN,"How Ya Doin'?","DNA (Deluxe)","Little Mix",2013-05-28,192773,0,false,quirky613,2026-06-26T20:45:05Z,"","Syco Music",0.424,0.946,5,-3.379,0,0.349,0.185,0,0.329,0.589,202.28,4
spotify:track:0QpOqKz66ZxHNqj2PPHiFF,"Backyard Boy","BeVerly Hills BoYfRiEnd","Claire Rosinkranz",2020-08-14,129240,63,false,quirky613,2026-06-26T20:48:45Z,"","Claire Rosinkranz",0.817,0.634,5,-7.246,1,0.162,0.321,0,0.0735,0.453,138.015,4
spotify:track:54fYxcgDnVOZfrtMFOqg56,"Geeks","Geeks","Hailey Knox",2016-01-01,212444,0,false,quirky613,2026-06-26T20:48:45Z,"","S-Curve Records",0.748,0.411,1,-5.473,1,0.0267,0.254,0,0.244,0.397,109.98,4
spotify:track:73RAIXaQS2gQWXMA2d0cwB,"Don't Kill My Vibe - Acoustic","Don't Kill My Vibe (Acoustic Versions)","Sigrid",2017-04-21,186706,36,false,quirky613,2026-06-26T20:48:45Z,"pop","Universal-Island Records Ltd.",0.748,0.3,10,-9.117,1,0.0692,0.917,0.00177,0.0969,0.552,147.92,4
spotify:track:4DXth8wEpuYO2ZyANSE586,"Cruel","The Veronicas","The Veronicas",2014-10-24,223020,42,true,quirky613,2026-06-26T20:48:45Z,"","Sony Music Entertainment",0.633,0.769,7,-4.822,1,0.0711,0.027,0,0.0736,0.758,143.11,4
spotify:track:1bQ5gQOyzWbPl6TXFuvi8z,"Hailey","Hailey","WRENN",2020-11-27,167463,0,false,quirky613,2026-06-26T20:48:45Z,"","WRENN",0.656,0.436,2,-10.382,1,0.0542,0.424,0.000114,0.111,0.111,97.881,4
spotify:track:4XrvRf68c9H4orZZ9KoldQ,"Moonlight","Just The Beginning","Grace VanderWaal",2017-11-03,172493,57,false,quirky613,2026-06-26T20:48:45Z,"","Syco Music/Columbia Records",0.737,0.734,7,-4.71,1,0.156,0.399,0,0.323,0.357,91.999,4
spotify:track:6MH1oRsRfQc2ZCco3ic7Mx,"Most Girls - Acoustic","Most Girls (Acoustic)","Hailee Steinfeld",2017-08-04,200880,47,false,quirky613,2026-06-26T20:48:45Z,"","Universal Records",0.676,0.266,9,-8.847,1,0.184,0.514,0,0.108,0.707,205.598,4
spotify:track:57gzVdCA75olmjHXISIs1B,"Still Feeling You","COUCH","Couch",2021-02-26,191959,0,false,quirky613,2026-06-26T20:49:04Z,"","Couch Records",0.812,0.605,10,-5.337,0,0.054,0.166,0.00627,0.0735,0.872,113.029,4
spotify:track:0gY98BmpHwoh5UFlBTCAqb,"More Than This","$hiny Things","Dasha",2021-03-19,218764,30,false,quirky613,2026-06-26T20:50:29Z,"christmas","Quadio Records",0.776,0.45,11,-7.975,1,0.142,0.214,0,0.0913,0.779,89.001,4
spotify:track:76cy1WJvNGJTj78UqeA5zr,"IDGAF","Dua Lipa (Deluxe)","Dua Lipa",2017-06-02,217946,76,true,quirky613,2026-06-26T20:51:48Z,"","Warner Records",0.836,0.544,7,-5.975,1,0.0943,0.0403,0,0.0824,0.51,97.028,4
spotify:track:5XkqFA48j4kARMAXQuyfHT,"F2020","the debut farewell album","Avenue Beat",2021-10-15,181851,41,true,quirky613,2026-06-26T20:54:00Z,"","The Valory Music Co.",0.701,0.598,2,-7.067,1,0.209,0.587,0.00000359,0.112,0.382,85.018,4
spotify:track:6Mno4qL15YPuhDfqU7coIv,"i don’t really like your boyfriend","the debut farewell album","Avenue Beat",2021-10-15,162220,34,false,quirky613,2026-06-26T20:54:00Z,"","The Valory Music Co.",0.811,0.438,1,-6.727,1,0.0687,0.352,0,0.0664,0.802,94.978,4
spotify:track:6Z0ybnsUBhbZ9ZjPW64eoF,"Rosa Pastel","Gran Disco Mini Precio - Dulce Beat","Belanova",2005-01-01,185933,66,false,quirky613,2026-06-26T20:54:17Z,"folk pop","Int'l Latin America",0.811,0.614,11,-7.089,0,0.0309,0.0215,0.00491,0.431,0.662,128.016,4
spotify:track:4SeXXgTWlYeGbaa5CkenMp,"Kiss Me","Chick Flicks (WMI Version)","Sixpence None The Richer",2006-03-01,205239,0,false,quirky613,2026-06-26T20:54:25Z,"","WEA",0.529,0.741,3,-5.661,1,0.0268,0.116,0.00000123,0.0736,0.455,100.004,4
spotify:track:6MpCaSIOfqBqbMED4kXgNY,"Prom Queen","Prom Queen","Beach Bunny",2018-08-10,136562,3,false,quirky613,2026-06-26T20:55:04Z,"","Mom+Pop",0.528,0.797,4,-7.487,1,0.0485,0.000391,0.011,0.14,0.751,143.785,4
spotify:track:1daDRI9ahBonbWD8YcxOIB,"Angels Like You","Plastic Hearts","Miley Cyrus",2020-11-27,196454,83,false,quirky613,2026-06-26T20:56:12Z,"","RCA Records Label",0.672,0.642,5,-4.035,1,0.0313,0.0981,0,0.1,0.494,121.981,4
spotify:track:6J2LdBN97cDWn0MLxYh9HB,"July","THE END OF EVERYTHING","Noah Cyrus",2020-05-15,156106,81,false,quirky613,2026-06-26T20:57:48Z,"","Records/Columbia",0.708,0.186,9,-8.953,0,0.042,0.868,0,0.0779,0.322,72.541,4
spotify:track:4pi1G1x8tl9VfdD9bL3maT,"Big Energy","777","Latto",2022-03-25,172540,68,true,quirky613,2026-06-26T21:00:50Z,"bedroom pop,indie pop","Streamcut/RCA Records",0.937,0.793,11,-4.431,0,0.115,0.0453,0,0.341,0.794,106.022,4
spotify:track:1xSmjB0t19q4CSJ0X0ymGB,"Frankenstein","Frankenstein","Claire Rosinkranz",2021-05-14,202248,61,true,quirky613,2026-06-26T21:01:16Z,"","Republic Records",0.826,0.745,2,-6.091,1,0.141,0.13,0.0000132,0.178,0.883,119.92,4
spotify:track:6qCsKKS7Ol63SJW3LOIX5R,"Plastic Hearts","Plastic Hearts","Miley Cyrus",2020-11-27,205723,64,false,quirky613,2026-06-26T21:03:06Z,"","RCA Records Label",0.551,0.756,2,-4.948,1,0.0652,0.0511,0,0.0765,0.618,175.984,4
spotify:track:2xCGBWfzTe8l2kvHpgvB6M,"prom dress","the masquerade","mxmtoon",2019-09-17,197933,0,false,quirky613,2026-06-26T21:03:33Z,"","House Arrest",0.56,0.674,10,-6.048,1,0.0446,0.698,0,0.123,0.421,119.942,4
spotify:track:0HAqq2GcQKyi3s87GuN7jU,"Amoeba","Sling","Clairo",2021-07-16,228922,76,false,quirky613,2026-06-26T21:03:55Z,"country","Republic Records",0.739,0.491,6,-11.515,1,0.027,0.791,0.0366,0.1,0.707,111.008,4
spotify:track:4Dm32oO01YpIubCHaAtKkN,"My Life Would Suck Without You","All I Ever Wanted","Kelly Clarkson",2009-03-06,211493,69,false,quirky613,2026-06-26T21:05:32Z,"","RCA Records Label",0.526,0.882,9,-4.006,1,0.0509,0.0014,0,0.144,0.424,144.982,4
spotify:track:2I5CPUnMIKjEXeg61OI9uV,"I Do Not Hook Up","All I Ever Wanted","Kelly Clarkson",2009-03-06,200346,47,false,quirky613,2026-06-26T21:05:32Z,"","RCA Records Label",0.502,0.938,9,-3.114,1,0.13,0.00098,0,0.318,0.35,144.077,4
spotify:track:6dgUya35uo964z7GZXM07g,"Nonsense","emails i can't send","Sabrina Carpenter",2022-07-15,163648,85,false,quirky613,2026-06-26T21:06:34Z,"norwegian pop","Island Records",0.74,0.697,8,-4.912,1,0.034,0.0268,0,0.224,0.732,138.992,4
spotify:track:735rjks7kQgWCjTQlIHMuH,"Head over Feet - 2015 Remaster","Jagged Little Pill (2015 Remaster)","Alanis Morissette",1995,267293,70,false,quirky613,2026-06-26T21:07:03Z,"","Rhino/Maverick Records",0.482,0.808,0,-7.176,1,0.065,0.0562,0,0.202,0.438,79.599,4
spotify:track:2G3BKCeB6EewCUpWm7M6pu,"Slow Fade","Maybe I'll Find You Again","Ruth B.",2019-03-22,211600,0,false,quirky613,2026-06-26T21:07:47Z,"","BMG Rights Management (US) LLC",0.725,0.313,2,-10.201,1,0.0497,0.769,0.000901,0.0659,0.394,80.011,4
spotify:track:3XVBdLihbNbxUwZosxcGuJ,"If I Ain't Got You","The Diary Of Alicia Keys","Alicia Keys",2003-12-02,228706,86,false,quirky613,2026-06-26T21:09:56Z,"","J Records",0.609,0.444,7,-9.129,1,0.106,0.603,0.00000686,0.104,0.166,118.402,3
spotify:track:1Jaah2tmN9Hv81A87KZ1MU,"Torn","Left Of The Middle","Natalie Imbruglia",1997-11-10,244666,83,false,quirky613,2026-06-26T21:12:12Z,"","RCA Records Label",0.575,0.886,5,-5.182,1,0.034,0.0647,0.000187,0.709,0.609,96.31,4
spotify:track:10eBRyImhfqVvkiVEGf0N0,"Enchanted","Speak Now","Taylor Swift",2010-10-25,352186,66,false,quirky613,2026-06-26T21:12:14Z,"soul,soul blues,blues,classic soul,vocal jazz","Taylor Swift",0.455,0.623,8,-3.878,1,0.0288,0.0739,0.000424,0.146,0.208,163.893,4
spotify:track:70eDxAyAraNTiD6lx2ZEnH,"Ex's & Oh's","Love Stuff","Elle King",2015-02-13,202177,77,false,quirky613,2026-06-26T21:17:42Z,"","RCA Records Label",0.612,0.921,7,-2.882,1,0.085,0.0183,0,0.0576,0.446,139.988,4
spotify:track:2U2Z1IXnmJIvlknWizFykZ,"High Horse","Golden Hour","Kacey Musgraves",2018-03-30,213693,67,false,quirky613,2026-06-26T21:18:05Z,"","Lost Highway/IGA",0.725,0.674,11,-5.254,0,0.0363,0.0325,0.00000355,0.0531,0.773,120.057,4
spotify:track:5xHgo5JN0wfsV41HnRaos5,"The Giver","The Giver","Chappell Roan",2025-03-13,202768,73,false,quirky613,2026-06-26T21:18:07Z,"latin pop","Chappell Roan PS/ Island",0.558,0.901,4,-3.208,1,0.0583,0.0731,0,0.348,0.678,93.024,4
spotify:track:6golelYKuy85o3u0cxIxFK,"The Wire","Days Are Gone","HAIM",2013-09-30,245786,58,false,quirky613,2026-06-26T21:18:13Z,"","Columbia",0.547,0.635,2,-5.569,1,0.137,0.0127,0.00000501,0.0585,0.525,113.678,4
spotify:track:11C4y2Yz1XbHmaQwO06s9f,"Dance The Night","Barbie The Album","Dua Lipa",2023-07-21,176579,71,false,quirky613,2026-06-26T21:18:26Z,"","Atlantic Records",0.671,0.845,11,-4.93,0,0.048,0.0207,0,0.329,0.775,110.056,4
spotify:track:69Zl2MdeQE8twZdiMXJXxZ,"Ultimate - From ""Freaky Friday""/Soundtrack Version","Freaky Friday","Lindsay Lohan",2003-01-01,186866,56,false,quirky613,2026-06-26T21:20:28Z,"","Hollywood Records",0.487,0.807,1,-4.745,0,0.0383,0.00391,0,0.445,0.493,79.524,4
spotify:track:7FpoD2ZlcBSj05rEHSZoiB,"Who Knew","I'm Not Dead","P!nk",2006-03-31,208493,0,false,quirky613,2026-06-26T21:20:28Z,"country","LaFace Records",0.691,0.749,9,-4.567,1,0.0274,0.00559,0,0.0762,0.473,140.014,4
spotify:track:6cSQSGa2tFufkTdlKs2TKN,"U + Ur Hand","I'm Not Dead","P!nk",2006-03-31,214386,1,true,quirky613,2026-06-26T21:20:28Z,"country","LaFace Records",0.706,0.889,0,-3.692,1,0.0556,0.00125,0,0.033,0.882,141.025,4
spotify:track:4z4PB23xYTg1oANmyZovsw,"Why Can't I?","Liz Phair","Liz Phair",2003-01-01,208360,64,true,quirky613,2026-06-26T21:20:28Z,"","Capitol Records",0.487,0.759,11,-4.849,1,0.0405,0.0273,0,0.165,0.227,80.958,4
spotify:track:29aowaXQxpbHVFKNkgVnau,"Try","The Truth About Love","P!nk",2012-09-17,247906,0,false,quirky613,2026-06-26T21:20:28Z,"country","RCA Records Label",0.673,0.629,2,-7.072,1,0.0299,0.00141,0,0.0944,0.551,103.998,4
spotify:track:2PFtst7Dy48ZLqgxjTQ3es,"Super America","It Hurts","Bad Bad Hats",2013-01-28,230080,26,false,quirky613,2026-06-26T21:20:48Z,"","Afternoon Records",0.708,0.842,1,-5.97,1,0.0304,0.0512,0.0026,0.146,0.745,131.026,4
spotify:track:5JKnYZOhSP7rOK0jPYcCjV,"t r a n s p a r e n t s o u l feat. Travis Barker","lately I feel EVERYTHING","WILLOW;Travis Barker",2021-07-16,168398,65,true,quirky613,2026-06-26T21:20:48Z,"pop soul,jazz pop,funk pop,retro pop","MSFTSMusic / Roc Nation Records, LLC",0.374,0.83,11,-5.203,0,0.0584,0.00213,0,0.15,0.204,90.19,4
spotify:track:0IVHlst3XMgzXUJbIyZ8oO,"Without You","Oh Wonder","Oh Wonder",2015-09-04,224740,68,false,quirky613,2026-06-26T21:20:48Z,"","Oh Wonder",0.639,0.465,11,-7.247,0,0.0696,0.27,0.00000145,0.124,0.319,86.994,4
spotify:track:2wXhdaTnmkkFSOidKfnOxA,"Want You Back","Something to Tell You","HAIM",2017-07-07,232120,52,false,quirky613,2026-06-26T21:20:48Z,"","Columbia",0.635,0.853,0,-3.926,1,0.048,0.121,0,0.371,0.372,112.964,4
spotify:track:2HvtedoEeymVWrBPyAMNwZ,"SUPERBLOOM","SUPERBLOOM","MisterWives",2020-07-24,213546,59,false,quirky613,2026-06-26T21:20:48Z,"","Fueled By Ramen",0.558,0.889,8,-3.945,1,0.102,0.191,0.000387,0.328,0.716,170.102,4
spotify:track:42UaitnwvuKqNcD5Oa2HlD,"Thinking 'Bout Love","Songs to Break Up To","Wild Rivers",2020-05-01,199391,59,false,quirky613,2026-06-26T21:26:10Z,"pop","Nettwerk Music Group",0.733,0.324,5,-8.122,1,0.033,0.479,0,0.067,0.388,141.8,4
spotify:track:72CYcSX4sXc52gOfljH3JC,"Strawberry","Strawberry","Sabrina Song",2022-08-05,172500,0,false,quirky613,2026-06-26T21:26:10Z,"","Sabrina Song",0.749,0.447,5,-9.059,0,0.0376,0.157,0.000159,0.216,0.548,141.923,4
spotify:track:0mGIL8cwDCf712oaI1Nosb,"Vienna","Vienna","Gretta Ray",2022-05-06,163209,0,false,quirky613,2026-06-26T21:26:10Z,"","Welcome To Ballarat Pty Limited",0.492,0.152,9,-14.459,1,0.0439,0.929,0.0000112,0.0906,0.3,118.562,4
spotify:track:7m8PDR3PRg5lPhWMdYrktc,"Trouble Sleeping","Corinne Bailey Rae","Corinne Bailey Rae",2006-01-01,208733,59,false,quirky613,2026-06-26T21:26:20Z,"","EMI Records",0.636,0.55,5,-6.905,0,0.0237,0.14,0,0.0763,0.535,90.97,4
spotify:track:4w1lzcaoZ1IC2K5TwjalRP,"A Thousand Miles","Be Not Nobody","Vanessa Carlton",2002-04-30,237493,84,false,quirky613,2026-06-26T21:31:41Z,"rap rock","A&M",0.56,0.825,11,-3.862,1,0.0379,0.323,0,0.161,0.268,94.931,4
